frame,session,eligible_pixels,coverage,mae_cm,rmse_cm,median_ae_mm,abs_rel,delta1,over_10cm,bias_cm
00000032,Test 170600 / 00000032,154645,0.9992434284975266,4.119601589170921,12.853641295309723,5.562961101531982,0.06647737580816393,0.9415694008858999,0.0749652429758479,2.1028307363173635
00000034,Train 172516 / 00000034,157355,0.9995742111785453,4.89353464820763,15.24787378574914,4.397094249725342,0.08065813213710778,0.9235550189062947,0.10288201836611484,3.28442724633329
